oid,name,entity,access,risk_level,recommended_role,danger_signals,description
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.9,zxAnPonOnuIfCMinRxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.19,zxAnPonOnuIfCMinRxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Fra…
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.20,zxAnPonOnuIfCMinRxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame C…"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.6,zxAnPonOnuIfCMinRxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.5,zxAnPonOnuIfCMinRxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.2,zxAnPonOnuIfCMinRxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.12,zxAnPonOnuIfCMinRxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well forme…"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.3,zxAnPonOnuIfCMinRxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.4,zxAnPonOnuIfCMinRxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.11,zxAnPonOnuIfCMinRxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well form…"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.1,zxAnPonOnuIfCMinTimeElapsed,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Number of seconds that have elapsed since the beginning of the current minutes interval.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.52,zxAnPonOnuIfCMinTx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but …
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.49,zxAnPonOnuIfCMinTx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but in…
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.50,zxAnPonOnuIfCMinTx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but in…
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.51,zxAnPonOnuIfCMinTx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but i…
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.48,zxAnPonOnuIfCMinTx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but inc…
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.41,zxAnPonOnuIfCMinTxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets transmitted that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.44,zxAnPonOnuIfCMinTxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets transmitted that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, …"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.42,zxAnPonOnuIfCMinTxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval discarded packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.43,zxAnPonOnuIfCMinTxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval error packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.53,zxAnPonOnuIfCMinTxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets transmitted that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad …
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.54,zxAnPonOnuIfCMinTxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Fram…"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.40,zxAnPonOnuIfCMinTxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets transmitted that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.39,zxAnPonOnuIfCMinTxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets transmitted that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.36,zxAnPonOnuIfCMinTxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval octets of data (including those in bad packets) sent on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.46,zxAnPonOnuIfCMinTxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well fo…"
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.37,zxAnPonOnuIfCMinTxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets (including bad packets, broadcast packets, and multicast packets) transmitted."
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.47,zxAnPonOnuIfCMinTxPkts64Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.38,zxAnPonOnuIfCMinTxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The current minutes interval good packets transmitted that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1.45,zxAnPonOnuIfCMinTxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The current minutes interval packets transmitted that were less than 64 octets long (excluding framing bits,but including FCS octets) and were otherwise well fo…"
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.88,zxAnPonOnuIfCollisions,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The best estimate of the total number of collisions on this olt interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.99,zxAnPonOnuIfCurrPerfCapability,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The support capability of PON ONU current performance statistics, each bit from left to right represents the support of performance statistic from top to bottom…"
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.89,zxAnPonOnuIfDropEvents,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The total number of events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.70,zxAnPonOnuIfH15MCollisions,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval best estimate of collisions on this onu interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.3,zxAnPonOnuIfH15MDateAndTime,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,15min performace data interval create time.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.71,zxAnPonOnuIfH15MDropEvents,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.20,zxAnPonOnuIfH15MRx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were between 1024 and 1518 octets in length inclusive (excluding framing bits but includin…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.17,zxAnPonOnuIfH15MRx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were between 128 and 255 octets in length inclusive (excluding framing bits but including …
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.18,zxAnPonOnuIfH15MRx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were between 256 and 511 octets in length inclusive (excluding framing bits but including …
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.19,zxAnPonOnuIfH15MRx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were between 512 and 1023 octets in length inclusive (excluding framing bits but including…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.15,zxAnPonOnuIfH15MRx64Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.16,zxAnPonOnuIfH15MRx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) received that were between 65 and 127 octets in length inclusive (excluding framing bits but including F…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.9,zxAnPonOnuIfH15MRxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets received that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.12,zxAnPonOnuIfH15MRxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but had …"
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.10,zxAnPonOnuIfH15MRxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval discarded packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.11,zxAnPonOnuIfH15MRxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.21,zxAnPonOnuIfH15MRxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Ch…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.22,zxAnPonOnuIfH15MRxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check …"
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.8,zxAnPonOnuIfH15MRxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.7,zxAnPonOnuIfH15MRxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.4,zxAnPonOnuIfH15MRxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.14,zxAnPonOnuIfH15MRxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.5,zxAnPonOnuIfH15MRxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.6,zxAnPonOnuIfH15MRxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.13,zxAnPonOnuIfH15MRxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.52,zxAnPonOnuIfH15MTx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but inclu…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.49,zxAnPonOnuIfH15MTx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but includi…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.50,zxAnPonOnuIfH15MTx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but includi…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.51,zxAnPonOnuIfH15MTx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but includ…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.48,zxAnPonOnuIfH15MTx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but includin…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.41,zxAnPonOnuIfH15MTxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets transmitted that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.44,zxAnPonOnuIfH15MTxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets transmitted that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but h…"
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.42,zxAnPonOnuIfH15MTxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval discarded packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.43,zxAnPonOnuIfH15MTxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval error packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.53,zxAnPonOnuIfH15MTxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets transmitted that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame…
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.54,zxAnPonOnuIfH15MTxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Che…"
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.40,zxAnPonOnuIfH15MTxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets transmitted that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.39,zxAnPonOnuIfH15MTxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets transmitted that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.36,zxAnPonOnuIfH15MTxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval octets of data (including those in bad packets) sent on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.46,zxAnPonOnuIfH15MTxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.37,zxAnPonOnuIfH15MTxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets (including bad packets, broadcast packets, and multicast packets) transmitted."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.47,zxAnPonOnuIfH15MTxPkts64Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval packets (including bad packets) transmitted that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.38,zxAnPonOnuIfH15MTxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 15 minutes interval good packets transmitted that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.45,zxAnPonOnuIfH15MTxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 15 minutes interval packets transmitted that were less than 64 octets long (excluding framing bits,but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.2,zxAnPonOnuIfH15MValidData,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Performance data valid flag.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.70,zxAnPonOnuIfH1DCollisions,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval best estimate of collisions on this onu interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.3,zxAnPonOnuIfH1DDateAndTime,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,1 day performace data interval create time.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.71,zxAnPonOnuIfH1DDropEvents,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.20,zxAnPonOnuIfH1DRx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were between 1024 and 1518 octets in length inclusive (excluding framing bits but including FCS…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.17,zxAnPonOnuIfH1DRx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were between 128 and 255 octets in length inclusive (excluding framing bits but including FCS o…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.18,zxAnPonOnuIfH1DRx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were between 256 and 511 octets in length inclusive (excluding framing bits but including FCS o…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.19,zxAnPonOnuIfH1DRx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were between 512 and 1023 octets in length inclusive (excluding framing bits but including FCS …
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.15,zxAnPonOnuIfH1DRx64Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.16,zxAnPonOnuIfH1DRx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) received that were between 65 and 127 octets in length inclusive (excluding framing bits but including FCS oc…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.9,zxAnPonOnuIfH1DRxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets received that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.12,zxAnPonOnuIfH1DRxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but had eithe…"
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.10,zxAnPonOnuIfH1DRxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval discarded packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.11,zxAnPonOnuIfH1DRxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.21,zxAnPonOnuIfH1DRxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Check S…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.22,zxAnPonOnuIfH1DRxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check Seque…"
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.8,zxAnPonOnuIfH1DRxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.7,zxAnPonOnuIfH1DRxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.4,zxAnPonOnuIfH1DRxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.14,zxAnPonOnuIfH1DRxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.5,zxAnPonOnuIfH1DRxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.6,zxAnPonOnuIfH1DRxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.13,zxAnPonOnuIfH1DRxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.52,zxAnPonOnuIfH1DTx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but including …
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.49,zxAnPonOnuIfH1DTx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but including FC…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.50,zxAnPonOnuIfH1DTx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but including FC…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.51,zxAnPonOnuIfH1DTx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but including F…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.48,zxAnPonOnuIfH1DTx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but including FCS…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.41,zxAnPonOnuIfH1DTxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets transmitted that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.44,zxAnPonOnuIfH1DTxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets transmitted that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but had ei…"
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.42,zxAnPonOnuIfH1DTxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval discarded packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.43,zxAnPonOnuIfH1DTxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval error packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.53,zxAnPonOnuIfH1DTxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets transmitted that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Chec…
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.54,zxAnPonOnuIfH1DTxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check Se…"
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.40,zxAnPonOnuIfH1DTxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets transmitted that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.39,zxAnPonOnuIfH1DTxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets transmitted that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.36,zxAnPonOnuIfH1DTxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval octets of data (including those in bad packets) sent on the network (excluding framing bits but including FCS octets).
